CLIENTNUM,Total_Relationship_Count,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
721393083,5,577,0.85,5035,64,1.37
714520233,2,0,0.443,1992,38,0.357
709455108,3,1667,0.974,3768,79,0.681
767058183,5,1333,0.667,4485,61,0.694
770800683,3,2133,1.008,4956,72,0.846
779651058,6,1409,0.887,4797,65,0.625
710443833,4,995,0.626,4516,78,0.625
717725433,3,0,0.763,2258,37,0.609
720600858,5,1395,0.542,3695,75,0.63
717797658,6,740,0.698,4970,87,0.933
779458383,6,2087,0.7,4248,73,0.78
788767983,3,0,0.961,4273,82,0.64
711994458,6,0,0.712,4234,75,0.786
713948808,3,962,0.834,4873,97,0.764
710456658,4,1799,0.651,5130,82,0.864
771531708,6,887,0.81,4683,87,0.642
713546883,5,1553,0.61,5039,76,0.81
711447783,4,1353,0.804,5000,76,0.617
713746608,3,908,0.604,4240,67,0.763
718020408,3,545,0.901,4393,72,0.946
719475633,6,0,0.719,4319,81,0.976
719654283,3,0,0.997,4642,81,0.761
720114633,3,1726,0.698,5056,89,0.78
816315558,5,879,0.776,4439,77,0.604
712567083,5,0,0.658,4986,88,0.76
711302883,3,1392,0.734,4194,72,0.946
719775408,4,0,0.585,5020,85,0.7
712070208,4,2458,0.625,4141,82,0.547
718641483,3,1109,0.639,4519,72,0.636
710690733,4,0,0.92,2816,38,0.52
718441308,3,1935,0.627,4933,68,0.545
772243833,4,968,0.696,4077,75,0.63
711992133,4,868,0.743,4801,72,0.714
779084208,4,613,0.868,2326,31,0.55
715304958,6,0,0.866,3053,50,0.562
713179083,3,1533,0.936,4419,75,0.786
709836258,5,1337,0.667,5127,81,0.653
715950483,3,725,0.704,2397,35,0.296
798281808,5,1214,0.924,5158,79,0.681
720414558,6,922,0.762,4827,84,0.867
713509908,3,1058,0.697,4719,90,0.8
711919608,4,1720,0.713,2702,32,0.778
709993158,5,1584,0.78,3917,71,0.651
767815233,6,0,0.714,4283,88,0.833
717624708,6,0,0.734,2589,49,0.69
720015183,6,2048,0.776,4601,88,0.76
778236858,4,1018,0.898,5547,87,0.706
789095958,4,744,0.711,2497,42,0.273
713736333,1,0,0.37,1829,41,0.519
717836733,6,1378,0.744,4274,81,0.723
712619808,3,1169,0.638,4265,87,0.812
712221408,5,1489,0.668,4767,82,0.673
714213708,4,2517,0.537,2178,45,0.552
720289533,5,1143,0.638,4536,85,0.889
709469658,3,0,0.708,4353,75,0.786
772323033,3,1556,0.676,4363,78,0.66
742572558,5,1165,0.832,4905,82,0.822
718848183,6,1276,0.791,4613,82,0.745
719034183,5,1366,0.704,5490,86,0.755
720142308,5,0,0.645,2360,56,0.647
771872733,5,1521,0.692,4666,69,0.865
718816158,3,1984,0.664,3851,87,0.642
720003558,4,1416,0.868,5653,79,0.927
818993508,4,879,0.74,5021,75,0.744
715672458,6,1264,0.796,4557,71,0.972
789820308,3,2065,0.692,3913,47,1.474
819688458,6,0,0.749,2646,39,0.444
710785383,3,0,0.942,2394,55,0.897
712837233,3,1482,0.552,3671,55,0.528
713597658,3,2378,0.525,2021,57,0.676
713953383,4,0,0.734,2214,41,0.519
716891583,5,970,0.828,4537,60,1.0
716510658,4,2353,0.924,2526,41,0.577
708125733,4,0,0.906,4311,77,0.833
716484333,6,1177,0.686,4410,84,0.826
708519108,3,1576,0.494,2041,57,0.9
719740008,3,940,0.813,2584,49,0.441
717087858,3,967,0.569,4253,74,0.721
711605208,3,0,0.7,1958,47,0.424
714882258,6,730,0.921,4583,67,0.914
792300858,3,1852,0.682,4178,75,0.63
766550808,3,2440,0.889,4430,72,0.714
718941183,5,748,0.879,4376,87,0.812
708516558,3,1782,0.546,4159,83,0.766
709350783,6,1856,0.61,4712,76,0.81
771230508,4,429,0.625,4717,80,0.739
710978058,6,1697,1.098,4651,71,1.029
713405133,5,1923,0.629,4976,93,0.661
710723958,5,491,0.494,5016,86,0.593
823840458,4,1517,0.661,4542,82,0.577
791754258,4,2351,0.807,4342,73,1.147
789472833,3,1690,0.874,4377,64,0.488
711099408,5,1658,0.669,4657,76,1.0
745853283,3,0,0.899,5198,75,1.083
717790233,3,743,0.561,4730,80,0.778
818791833,4,1303,1.308,4750,76,0.9
714981483,4,1720,0.836,5137,81,0.723
719373558,6,0,0.79,4308,75,0.786
823609383,4,0,0.68,4528,83,1.128
714408933,4,0,0.522,2249,51,0.594
713661933,5,0,0.783,4835,70,0.489
716218908,6,919,0.652,2635,43,1.263
818710233,6,1271,0.729,4382,70,0.667
719463708,5,1164,0.717,4471,80,0.667
817958733,6,958,0.607,4025,73,0.521
708397008,3,821,0.807,4326,67,0.811
720547533,3,0,0.815,4346,90,0.915
708780783,4,1169,0.689,4739,76,0.81
758178558,3,1555,0.932,4127,89,0.648
716237508,4,2507,0.751,4501,64,0.641
714735033,4,491,0.708,4376,84,0.787
709726158,5,1110,0.746,5196,92,0.614
770909433,6,1904,0.72,4946,75,0.531
822121608,3,693,0.759,4759,81,0.841
717278808,4,0,1.001,3511,56,0.931
712640583,4,2148,0.89,4950,70,0.707
716099958,3,1867,0.947,3348,50,0.282
788772708,5,0,0.53,4432,61,0.605
712795833,2,2517,0.587,2270,40,0.481
718892283,3,0,0.592,4771,78,1.053
720294258,4,0,0.728,4635,82,0.64
721181883,4,0,0.907,4710,75,0.667
712098033,3,912,0.64,4945,78,0.56
712593933,3,0,0.673,2249,42,0.312
711343233,3,1183,0.841,4551,65,0.667
712394283,4,1314,0.725,5109,79,0.756
790021233,3,1598,0.813,4287,84,0.714
711890808,4,2048,0.716,4267,72,0.8
714164808,4,0,0.559,2056,54,0.459
825850383,4,0,0.697,4303,77,0.674
789533133,5,1766,0.76,4389,82,0.864
779523258,6,1062,0.729,4610,78,0.773
719617758,3,1794,0.682,4610,76,0.9
779858058,4,0,0.648,4530,72,0.714
710423358,4,966,0.871,5249,81,0.761
710500983,2,1035,0.36,1779,35,0.591
711851583,6,1015,1.063,4794,77,0.878
779405133,4,623,0.673,4387,79,0.881
719410083,4,1220,0.565,4807,56,0.931
796196733,4,0,0.59,4389,80,0.702
711904008,4,0,0.642,2203,41,0.519
717666783,1,1350,0.762,2354,49,0.96
719911458,4,1848,0.547,4396,78,0.814
787506558,4,703,0.548,4509,71,0.543
719046558,6,1751,0.843,4313,62,0.676
708291633,3,2499,0.766,5097,79,0.795
720731808,2,0,0.912,3068,53,0.656
745124658,5,1579,0.924,4838,70,0.707
789907533,4,193,0.85,3100,54,0.742
716466483,3,1342,0.687,4624,87,0.706
715919283,3,0,0.518,2201,31,0.292
756736008,3,1471,0.871,4450,62,0.771
772857558,4,896,0.68,4618,94,0.516
709246683,5,2248,0.578,3603,69,0.643
714559458,4,0,0.464,1953,48,0.5
778405458,6,0,0.676,4633,80,0.778
772150983,4,978,0.662,2635,40,0.538
715128408,5,863,0.605,4482,67,0.914
717856983,3,1267,0.605,4515,76,0.49
778231983,6,1326,0.806,4792,65,0.667
823908858,4,622,0.794,4816,81,0.976
798011733,4,751,0.925,4574,81,0.976
717945108,6,1477,0.748,5095,77,0.833
712560558,5,0,0.612,4660,87,0.891
711391308,6,1704,0.725,4584,92,0.769
717688233,6,851,0.873,4760,69,0.917
721093608,5,0,0.921,4548,64,0.641
712669983,5,1604,0.449,4347,75,0.786
790017858,6,1319,0.85,4598,67,0.634
712012758,5,1860,0.834,4195,81,0.653
720249183,5,927,0.568,4503,90,0.765
821813058,4,1172,0.614,4862,77,0.878
778152108,4,1256,0.605,4986,83,0.976
720563958,6,0,0.887,4445,92,0.673
719633508,3,0,0.707,4875,86,0.654
716689383,4,929,0.633,3964,77,0.75
711420258,5,0,0.705,4432,71,0.651
713177808,5,0,0.886,5405,87,0.706
708897408,4,787,0.551,4719,73,0.738
710855508,4,1786,0.597,4327,70,1.333
710115108,5,1556,0.751,4568,76,0.767
713920158,2,0,0.325,1591,30,0.875
715303608,5,1332,0.686,4253,81,0.884
710897133,5,1357,0.697,4464,85,0.735
772813458,3,1741,0.578,4264,63,0.658
712998033,3,0,0.59,2109,44,0.571
712843983,3,257,0.408,2288,45,0.667
717947508,5,1013,0.826,5262,83,0.729
719279208,3,1299,0.733,4946,73,0.973
711365133,4,1470,0.935,5100,76,0.689
720328008,3,1884,0.715,4518,88,1.095
718183833,4,0,0.6,4322,68,0.619
717985158,3,1373,0.876,4267,81,0.653
771928608,6,1832,0.938,4110,74,0.947
713355708,4,1878,0.719,5238,84,0.826
816761433,5,764,0.688,5291,96,0.684
714245358,3,1566,0.574,3935,77,0.711
716313858,6,913,0.612,4560,84,1.049
714868608,6,1530,0.731,4105,76,0.767
717273333,3,0,0.77,4575,84,0.68
711631158,6,869,0.821,4664,77,0.878
714127383,3,2517,0.499,2185,48,0.371
790204983,4,0,0.811,4507,93,0.632
822051858,3,0,0.734,4535,82,0.907
715144383,3,2034,0.493,4413,83,0.886
717971208,3,0,0.59,3647,69,0.917
718829358,3,958,0.789,4977,76,0.854
779380908,4,946,0.475,1709,37,0.542
714144258,6,2517,0.482,4430,66,0.692
797666358,6,843,0.751,4452,65,1.097
709965858,4,1792,0.804,4609,80,0.951
779980758,6,1176,0.811,4744,73,0.921
811775883,4,2336,0.67,4734,96,0.846
799720158,3,1133,0.722,4726,86,0.686
713011683,4,0,0.32,2055,43,0.162
713503983,5,1231,0.637,3623,71,0.69
712137033,5,1719,0.657,4725,63,0.615
715910883,5,1384,0.77,4532,94,0.649
718142958,3,960,0.566,5623,94,0.516
719359458,6,0,0.954,4527,66,0.61
714869958,6,2364,0.759,3949,71,0.919
771163533,3,635,0.744,4617,79,0.927
709028208,6,1274,0.452,3361,63,0.853
719834208,6,1288,0.797,4264,81,0.841
779305008,3,2053,0.76,4949,76,0.551
714506583,4,0,0.647,4601,78,0.625
712677633,3,0,0.724,2307,28,0.474
708450033,6,2269,0.881,5298,79,0.837
719606133,3,2296,0.773,4656,88,0.796
789772983,3,0,0.582,3798,56,1.24
720656883,3,501,0.653,4600,69,0.683
718108758,3,1759,0.479,4538,86,0.654
709408983,3,889,0.559,5078,91,0.685
771592458,6,1059,0.764,4880,79,0.795
778932633,5,1185,0.766,4897,83,0.886
708669408,6,0,0.723,4637,75,0.562
779947908,3,1435,0.968,4327,66,0.737
716007708,3,1279,0.864,4814,73,1.212
767574108,4,786,0.609,4094,64,0.561
720777558,6,1713,0.732,4519,79,0.795
816841083,4,1566,0.767,4867,90,0.607
778849908,3,2452,0.817,4697,81,0.761
708745983,4,1559,0.51,4686,81,0.761
713381433,3,731,0.485,1868,30,0.2
779404383,6,1235,0.611,4427,76,1.303
718607883,4,2517,0.983,4831,81,0.8
710542983,4,0,0.815,5033,87,0.582
709769283,6,0,0.631,4162,70,1.0
721253508,6,2356,0.791,4754,84,0.68
801037833,6,2517,0.658,4236,87,0.891
711452583,6,2517,0.796,4575,60,0.714
716697708,3,0,0.838,3121,56,0.867
708176208,4,0,0.691,4199,80,0.905
716474358,5,729,0.902,4853,74,0.644
713121408,5,1667,0.929,4372,69,0.683
794567133,5,808,0.826,4897,70,0.795
717609633,6,1759,1.056,4139,58,0.812
708899283,3,1935,0.593,4917,81,0.653
772415808,3,716,0.949,4219,78,0.592
716176683,5,1748,0.663,4460,78,1.053
709245783,5,1965,0.782,4543,90,0.731
720507108,3,0,0.63,2339,41,0.414
716751858,2,496,0.647,2597,40,0.379
712829808,4,0,0.467,2031,40,0.333
711900033,5,1734,0.789,5242,81,1.382
712566258,6,2023,0.871,4486,77,0.974
712732908,5,1450,0.735,4116,84,0.787
717908208,6,1595,0.78,4859,82,0.864
826136283,3,1981,0.712,4352,66,0.784
778714833,4,1760,0.874,4890,92,0.704
779302233,4,0,0.695,2502,45,0.452
778659108,6,2203,0.847,4718,81,0.976
720374808,6,1928,0.769,4641,78,0.66
719592483,6,2440,0.646,4825,77,0.878
714702033,5,979,1.024,5446,75,0.974
717042333,3,0,0.92,2836,48,0.6
779122908,5,1437,0.79,4511,82,0.822
710676483,4,0,0.787,4064,77,0.711
827712108,5,1373,0.73,4432,72,0.756
769200858,3,0,0.726,4626,86,0.792
779114283,3,944,0.686,4528,65,0.667
771061008,4,0,0.695,2659,56,0.806
716201133,4,0,0.592,4279,76,0.767
817968783,6,1499,0.649,4670,70,0.944
826480308,5,1869,0.743,5489,74,0.805
720307683,3,743,0.624,4484,78,0.625
709618308,4,1487,0.531,3838,48,0.6
710119233,5,1925,0.855,4186,63,0.703
789419658,3,0,0.68,4503,89,0.978
789800358,6,1288,0.765,4730,78,0.857
715466133,3,1410,0.835,4374,75,0.974
717659883,3,1106,0.963,3541,64,0.882
781942983,5,0,0.846,5010,88,0.725
712755783,3,0,0.675,3886,77,0.75
779551533,4,0,0.651,4857,92,0.804
714405183,4,1519,0.917,4295,60,0.622
801783108,6,0,0.681,4833,69,0.769
779839758,3,0,0.716,4634,92,0.804
820648608,3,1879,0.888,4153,79,0.795
787587033,3,1992,0.948,4463,87,0.74
813967983,4,775,0.847,4471,71,0.614
718067658,6,0,0.638,4223,79,0.717
709952658,6,2491,0.45,4460,62,0.722
720824883,3,2517,0.739,2483,50,0.471
789631908,3,1787,1.006,4690,85,0.7
789089958,5,0,0.732,3662,81,0.761
715847058,3,1853,0.829,2462,40,0.29
721256808,6,1935,0.681,4365,86,0.911
721269108,5,1249,0.605,4504,87,0.706
712770408,6,0,0.593,2285,40,0.429
767958933,3,1291,0.651,3993,77,0.674
779866458,6,793,0.682,3513,67,0.634
721246833,6,1089,0.859,4636,70,0.707
710752233,3,2203,1.046,2742,49,0.4
709813008,5,2415,0.891,4509,93,0.661
710219658,4,1186,0.616,4633,74,0.574
789121233,5,2290,0.533,4609,76,0.767
715146558,1,0,0.782,2325,56,0.556
720205608,6,0,0.523,4487,77,1.081
778606308,2,1881,0.737,3016,51,0.645
710438358,4,0,0.442,2152,43,0.303
712562433,3,0,0.703,2316,43,0.536
718186233,4,971,0.79,3989,71,0.868
713717283,3,2332,0.293,1738,32,0.455
713822208,3,493,0.417,1870,45,0.406
710466633,5,0,0.575,4755,76,0.9
711153783,5,541,0.821,4173,70,1.188
718230933,5,1060,0.301,1253,29,0.318
788885133,6,2422,0.642,3912,63,0.575
711637458,2,0,0.686,2523,45,0.607
719532108,4,2208,0.877,4491,68,0.744
757643733,6,0,0.593,4916,79,0.717
715122858,5,0,0.969,5052,81,0.761
708384033,3,2463,0.643,2466,39,0.345
708273858,3,0,0.643,3734,80,0.86
803952408,6,1486,0.503,3987,77,0.54
778394358,4,1785,0.696,4347,88,0.76
713180433,5,2517,0.682,4837,87,0.673
787458783,5,2133,0.689,4784,83,0.694
720315933,3,1276,0.897,5136,76,0.949
713677158,2,0,0.501,2126,45,0.364
739828308,5,1743,0.766,3906,68,0.659
720959058,5,2417,0.644,4412,67,0.861
718090233,3,1872,0.735,2804,37,0.542
789939558,5,1841,0.534,5112,87,0.706
714169908,5,1140,0.582,4921,82,0.907
796145133,3,1716,0.618,4528,86,0.755
789233808,6,1396,0.899,4568,74,0.897
709071408,4,1702,0.802,4949,74,0.762
815830083,6,1215,0.667,4253,72,0.8
715932708,4,1614,0.696,4365,75,0.875
715281933,3,0,0.689,4401,73,0.698
787529583,5,0,0.634,2561,61,0.649
717446208,6,1980,0.706,5083,69,0.643
715236783,4,2517,0.724,4792,87,0.74
804583833,4,1243,0.768,4316,87,0.891
713772333,4,243,0.433,1979,38,0.462
715321983,4,1867,0.816,4314,75,1.027
717773433,6,0,0.606,5464,98,0.607
778632933,6,1998,0.679,4702,79,0.927
808527183,4,949,0.65,4669,94,0.741
714514008,3,0,0.403,1982,43,0.303
711669258,2,986,0.615,2381,47,0.516
797218233,5,0,0.533,4550,82,0.547
710612583,6,1740,0.71,5037,80,0.778
712613808,3,658,0.638,4283,69,0.605
807173358,4,878,0.777,5416,76,0.9
778349883,4,2114,0.655,4188,75,0.667
720592533,3,868,0.808,2535,44,0.467
714668433,4,1898,0.674,4122,67,0.763
720967233,4,2517,0.793,4901,88,0.913
718629858,5,0,0.718,4597,89,0.679
737962608,4,2517,0.672,4550,78,0.857
778207083,3,2189,0.742,2153,39,0.5
778781508,4,2517,0.717,2455,41,0.64
714142158,2,1411,0.665,3882,92,0.643
715390608,5,1209,0.727,5311,81,0.976
715243458,5,1304,0.708,5047,94,0.679
715418508,2,590,0.693,4399,72,0.756
711164508,1,1163,0.725,3941,71,0.821
713239308,2,1694,0.603,4640,85,0.809
712323183,2,0,0.761,3738,63,0.658
797410983,1,745,0.83,5020,83,0.766
721167783,1,2465,0.788,4272,69,1.029
712130058,3,317,0.585,2415,41,0.577
714060408,3,1603,0.776,4210,82,0.907
715515333,2,2140,0.554,4024,92,0.614
806970033,2,1434,0.805,4588,77,1.026
817337958,2,1176,0.627,3796,74,1.056
788132208,3,1003,0.677,5070,70,0.75
812653383,3,1520,0.864,4729,92,0.704
709762908,2,1228,0.659,4991,78,0.902
717114708,3,1830,0.777,4414,77,0.878
767388783,3,0,0.802,4601,66,0.571
794719983,2,2505,0.828,2576,42,0.5
778378983,5,2152,0.555,2476,42,0.355
773275083,2,966,0.777,4765,79,0.646
719971458,2,1490,0.533,4213,74,1.114
721001883,3,1618,0.75,3357,47,0.88
778245633,3,1818,0.833,4356,70,0.628
718535733,3,2047,1.108,4928,79,0.646
711909933,3,618,0.846,4815,83,1.024
709253433,2,1912,0.362,2448,58,0.45
719797758,3,2517,0.914,4922,84,0.68
789420933,3,778,0.645,4130,87,0.706
709850508,3,0,1.012,2917,37,0.682
715335558,2,907,0.816,4191,81,0.761
711516783,2,1119,0.815,5441,91,0.717
798917883,2,2517,0.619,4620,76,1.171
721525758,2,1229,0.784,4928,77,0.638
716249508,3,0,0.424,4243,85,0.848
716953083,3,1260,0.768,4228,81,0.884
712448658,3,0,0.718,2281,55,0.618
711766758,3,987,0.831,4373,67,0.811
709432833,2,1196,1.24,4859,73,0.973
719964933,3,0,0.683,4550,78,0.857
719857008,3,2198,0.828,4531,81,0.723
758340108,3,913,0.568,3906,78,0.592
708276183,2,0,0.046,1554,35,0.029
716481408,3,0,0.681,4769,76,0.949
720590058,3,1794,0.848,2839,47,0.808
789347133,2,2395,0.706,4690,79,0.756
719112258,3,1360,1.193,4692,79,0.681
717748608,3,872,0.772,2252,51,0.645
710740008,3,641,0.66,5140,82,0.519
716694108,2,468,0.567,2682,48,0.231
719372583,2,1197,0.637,4077,90,0.698
719981508,2,0,0.864,2574,51,0.7
751350558,3,0,0.669,4770,85,0.7
715123983,3,2517,0.977,5848,81,0.8
709250508,3,2517,0.781,4877,88,0.692
716754783,3,1331,0.519,2229,44,0.375
719025333,3,0,0.838,3513,59,0.686
718566858,3,0,0.757,5005,79,0.795
710675508,2,1190,0.736,5149,98,0.661
818729208,3,941,0.874,4525,77,0.604
709068183,3,0,0.684,4709,87,0.776
715358283,2,1139,1.025,4509,73,0.825
710966433,3,1404,0.503,3785,67,1.161
708575058,2,965,0.928,3300,58,0.568
713929533,2,0,0.319,2060,52,0.529
714087258,2,0,0.65,5156,72,0.895
756383283,3,2517,0.72,4170,80,0.739
720766908,2,0,0.694,2814,37,0.321
718133733,3,1540,0.616,4100,76,0.81
720823458,2,1907,0.797,4658,85,0.889
720027258,3,0,1.052,4978,73,0.921
807604233,2,2482,1.08,5044,81,0.688
801786483,3,2517,0.708,4930,89,0.978
789138258,2,2372,0.772,4799,83,0.729
805524708,3,2517,0.932,2599,50,0.562
779642733,3,2238,0.713,4823,77,0.833
771735933,2,1722,0.7,4731,82,0.783
789917208,2,1781,0.972,5087,69,0.725
779608083,2,1247,0.689,3681,62,0.632
711287733,3,1289,0.656,3856,74,0.762
774675933,2,2052,0.477,3510,62,0.476
716741508,2,1167,0.744,4460,65,0.857
721106133,3,1789,0.867,5104,82,0.783
716698608,2,0,0.46,4441,87,0.673
716299608,2,0,0.458,1990,31,0.192
718116933,2,630,0.667,4704,79,0.756
720513333,2,1724,0.512,4878,78,0.444
802460433,2,0,0.733,2607,37,0.609
720482583,3,2163,0.64,4598,69,0.865
719584608,3,0,0.657,4215,79,0.927
709477233,3,1621,0.613,4287,79,0.717
719512983,3,0,0.854,2295,51,0.545
714923583,2,0,0.51,1924,48,0.548
779397183,2,0,0.797,4068,61,0.694
714671658,2,1392,0.787,4268,85,0.667
779218233,2,0,0.68,4115,75,0.923
713456583,3,1495,0.52,3247,70,0.707
790221633,3,2296,0.746,4627,77,0.791
721299483,2,1304,0.491,4168,71,0.868
711701958,3,1999,0.661,4175,63,0.537
783573408,3,2136,0.722,5267,83,0.886
709641933,3,1869,0.838,4504,84,0.787
718755483,3,959,0.653,5082,86,0.686
720914358,3,1333,0.631,4894,84,0.647
714811533,3,0,0.896,5910,91,0.517
719898108,2,809,0.778,5322,79,0.975
720719883,3,0,0.806,2535,55,0.618
780338733,2,491,0.73,5102,83,0.694
709810458,3,768,0.888,4241,72,0.946
821356083,3,0,0.664,4830,87,0.642
793428408,2,1185,0.687,5235,76,1.0
746453583,2,1395,0.528,4498,85,0.7
771799008,3,1405,0.684,4871,79,0.975
719075883,2,2033,0.498,3904,66,0.61
714986583,3,923,0.883,5025,62,0.879
753233733,3,1290,0.718,3781,61,0.906
806914158,4,0,0.648,2134,34,0.478
812671758,3,2176,0.752,2458,44,0.467
789191358,2,794,0.614,4035,80,0.739
772111083,3,1396,0.756,4338,75,0.829
714961383,3,965,0.544,4182,81,0.723
817288458,3,1737,0.985,5859,82,0.783
719163108,2,1325,0.769,4076,62,0.632
713922183,3,1259,0.85,4461,73,0.921
716443608,2,1235,0.83,4050,78,0.814
827953683,1,1171,0.697,5369,75,0.596
789678483,1,0,0.696,4773,77,0.674
793630083,1,1476,0.371,1804,34,0.259
756306183,2,2517,0.803,4897,71,1.088
736893108,2,0,0.613,4196,87,0.891
712900308,4,0,0.506,2078,37,0.423
798045708,2,0,0.63,4182,76,1.171
715657833,2,787,0.601,4956,89,0.745
712111608,1,0,0.61,4919,72,0.756
711792783,1,1195,0.642,4479,80,0.667
716067333,2,945,0.816,4553,84,0.714
780660183,2,0,0.691,2613,46,0.84
720761208,2,357,0.798,2496,41,0.64
788794758,2,0,0.644,2061,38,0.462
711150333,5,0,0.669,2857,40,0.6
714418158,2,851,0.814,3527,69,0.816
713634108,1,1830,1.036,4293,66,0.692
717231558,2,1446,0.815,4851,74,0.947
711589758,1,1641,0.719,3967,75,0.923
787481208,1,1793,0.901,5006,78,0.66
715516458,5,2430,0.698,2602,43,0.433
714998508,2,1454,0.894,5326,62,0.676
713328108,2,1047,0.727,5189,79,0.795
716229108,2,2262,0.653,4674,84,0.585
820925433,2,710,0.657,4751,81,0.884
816129258,2,1897,0.938,4837,74,0.542
808903308,4,0,0.722,2519,35,0.522
713809833,2,859,0.584,4684,86,0.623
713542008,1,0,0.584,4236,83,0.844
717385083,2,1122,0.659,4813,87,0.706
708652908,1,1419,0.725,4498,81,0.761
715644633,1,820,0.908,5212,88,0.833
708761733,2,1582,0.76,4419,63,0.658
714600258,1,2015,0.815,3645,70,1.0
823566408,2,0,0.773,4625,93,0.938
713373708,2,0,0.488,2464,57,0.839
708307533,1,0,0.808,4129,81,0.884
820085808,1,1343,0.637,4692,86,0.72
716685033,1,1600,0.716,5344,82,0.864
713063958,1,1080,0.561,5010,85,0.7
708371733,1,0,0.661,4931,81,0.841
780277458,2,2517,0.586,4503,89,0.712
797232183,2,1962,0.668,5020,75,0.786
720789933,2,680,0.708,5027,82,0.64
808281483,2,2157,0.637,4249,76,1.235
712968708,2,1780,0.792,5167,78,0.773
711263058,1,1879,0.701,4660,80,0.778
788813658,2,0,0.886,4755,88,0.725
721444758,1,2216,0.826,4980,78,0.857
711448983,2,2024,0.717,2313,37,0.321
712664658,2,0,0.683,2549,54,0.588
714237033,6,2246,0.518,2299,39,0.444
718370733,2,0,0.782,4504,90,0.765
713726958,5,0,0.41,2191,38,0.357
794160408,1,1973,0.946,4747,73,1.028
716009883,1,585,0.624,4245,74,0.897
711873033,4,0,0.748,2549,56,0.75
712715208,1,0,0.544,2387,51,0.5
778899708,2,0,0.902,2919,47,0.382
771865908,4,487,0.772,2532,48,0.548
716273133,2,0,0.61,4853,78,0.592
709927458,1,1544,0.716,4042,77,0.925
715162608,4,1323,0.687,2499,38,0.407
719862258,2,1393,0.84,5015,90,0.915
788719533,1,0,0.908,4060,61,1.346
715566408,1,1479,0.708,4404,77,0.75
717359208,2,1779,0.536,4037,72,0.756
721410858,1,1334,0.694,4512,90,0.765
779420583,2,2055,0.838,4662,70,0.628
714222183,1,1084,0.767,4874,78,0.66
709079883,5,1012,0.886,2729,38,0.52
721406658,6,0,0.683,2479,43,0.536
713782608,1,2386,0.766,5329,83,0.729
720236433,1,1670,0.787,4379,67,0.811
785106933,2,2178,0.739,4505,71,0.732
716673258,1,1488,0.621,3977,83,0.886
708341958,2,1904,0.786,4480,86,0.87
797150733,5,0,0.6,1754,39,0.56
718279983,1,2489,0.875,4770,74,0.947
718548558,1,2041,0.927,4272,70,0.75
780360558,2,0,0.723,4698,87,0.851
715012833,1,2517,0.841,4858,77,0.974
772388508,2,1349,0.531,5028,80,0.702
788199858,1,1049,0.89,5758,87,0.706
769578108,2,1652,0.523,4001,76,0.689
719843958,2,894,0.691,4874,79,0.837
767197983,1,0,0.856,5938,83,0.694
711874833,1,0,0.706,5497,88,0.63
714930333,2,0,0.717,2476,49,0.75
720989133,2,1093,0.65,4596,82,0.822
720893958,1,999,0.786,4215,53,1.12
769709058,1,972,0.578,4228,63,0.465
711005583,1,1064,0.851,5110,76,0.854
826548708,2,622,0.728,4637,91,0.655
711093408,2,1517,0.721,4815,83,0.804
712831908,2,603,0.692,4556,81,0.473
780222408,1,2085,0.417,4444,83,0.627
714181008,1,1462,0.718,4509,71,0.732
772346358,2,0,0.516,5047,79,0.756
717489033,6,0,0.781,2641,40,0.6
710969433,2,1201,0.729,4230,68,0.659
715807383,1,0,0.593,5248,89,0.745
711807333,1,0,0.587,3948,84,0.68
816086508,1,0,0.677,4624,73,0.587
714424533,6,0,0.496,2156,37,0.194
779536233,1,601,1.0,4669,83,0.729
710794983,2,1157,0.965,4705,78,0.902
779890833,2,0,0.765,4866,65,0.625
779837808,1,2500,0.869,5012,85,0.809
713748708,1,0,0.35,1757,44,0.467
709123908,2,0,0.807,4874,82,0.708
816476658,2,1798,0.735,2921,44,0.692
743800833,2,1144,0.772,4505,85,1.179
806415183,1,1432,0.594,4534,83,0.886
794054058,1,0,0.465,4010,59,0.513
771907158,1,1903,0.915,4667,88,0.725
815789883,1,861,0.566,4728,81,0.761
712177908,1,1763,0.598,4310,75,0.875
711234783,5,0,0.716,2621,45,0.552
793379058,2,1025,0.567,5084,82,0.745
720480183,1,787,0.585,4882,80,1.162
712974558,1,0,0.651,4546,89,0.712
717409533,1,1486,0.827,2824,43,0.387
712200033,1,0,0.75,4983,78,0.733
713563383,1,952,0.67,3862,80,0.818
802795608,1,556,0.622,4981,82,0.864
787452333,2,0,0.801,2870,36,0.5
709520058,4,0,0.482,2028,43,0.303
819690933,2,897,0.767,4059,80,0.778
820694133,4,0,0.703,2412,38,0.52
711800658,2,0,0.577,2465,42,0.355
717722958,1,1349,0.81,4277,71,0.69
712279683,2,0,0.654,2740,52,0.625
716606733,2,2054,0.735,4833,85,0.667
716060358,2,913,0.917,4952,82,0.745
709158333,2,461,0.58,4244,96,0.778
721113333,1,0,0.811,4751,93,0.86
712620858,1,1804,0.942,4572,60,0.935
712855683,1,1335,0.781,4906,89,0.561
715463133,1,1427,0.706,3699,64,0.488
716551533,2,2201,0.718,4779,86,0.792
771220758,1,2100,0.728,4614,83,0.694
709920258,1,1764,1.026,4531,73,0.738
708959583,1,727,0.533,3415,84,0.556
